,sku,is_in_stock,name,price,special_price,short_description,free_colors,raw_materials,image_dimension,description,Width,Height,Length,weight,collection,Images1,url_key,visibility,tax_class_name,manufacturer,news_from_date,news_to_date,Images2,link_url,categories1,categories2,categories3
1140,TOV-OC18316,1,GRACE GLASS SIDE TABLE BY INSPIRE ME! HOME DECOR,$199,0,"Enhance your home with this stylish Grace table from Inspire Me! Home Decor and TOV. A clear glass top sits on an hourglass pedestal base, furnished from individual iron spokes finished in satin gold. Available in coffee and side table sizes, this table will stand out alone or as a set.",Gold,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/03/TOV-OC18316-D.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Part of the Inspire Me! Home Decor collection
Glass tabletop
Hourglass pedestal base
Satin gold finish
Available in two sizes
Crafted in India.",49,49,49,21.2lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/03/TOV-OC18315-TOV-OC18316_watermark.jpg,TOV-OC18316 GRACE GLASS SIDE TABLE BY INSPIRE ME! HOME DECOR,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/03/zftUVZ0.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/03/YDDTFxe.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/03/5IflMvT.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/03/RpaaEkv.jpg",https://tovfurniture.com/product/grace-glass-side-table/, Inspire Me! Home Décor , Grace Glass Side Table by Inspire Me! Home Decor,
1141,TOV-OC18317,1,AYA MARBLE SIDE TABLE BY INSPIRE ME! HOME DECOR,$269,0,"Introducing the Aya side table, a fabulous blend of classic design and understated glamour from Inspire Me! Home Decor and TOV. Handcrafted with a white marble tabletop and supported on curved, iron legs in satin gold, this accent table will enhance any living space.",Gold,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/03/TOV-OC18317-D-scaled.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Part of the Inspire Me! Home Decor collection
Genuine marble tabletop
Gold iron legs
Crafted in India",53.90000000000001,68.60000000000001,53.90000000000001,31lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/03/TOV-OC18317.jpg,TOV-OC18317 AYA MARBLE SIDE TABLE BY INSPIRE ME! HOME DECOR,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/03/RQqFpBQ.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/03/8rbu6R1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/03/le6kS0D.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/03/PhKQImI.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/03/1ZWoI3Z.jpg",https://tovfurniture.com/product/aya-marble-side-table/, Inspire Me! Home Décor , Aya Marble Side Table by Inspire Me! Home Decor,
1142,TOV-OC18313,1,DINESH SIDE TABLE,$199,0,"The scalloped Dinesh side table casts a striking silhouette. Stylish and versatile and featuring a stunning two-tone finish, it can be used as a table or extra seating option when necessary.",Black,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18313-D-1.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Black and gold finish
Scalloped design offers modern appeal
Ships fully assembled",39.2,51.45,39.2,20lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18313.jpg,TOV-OC18313 DINESH SIDE TABLE,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18313-1-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18313-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18313-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18313-4.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18313-5.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18313-TOV-G18306-copy.jpg",https://tovfurniture.com/product/dinesh-side-table/, Occasional Tables , Dinesh Side Table,
1143,TOV-OC18310,1,CRESCENT NESTING TABLES BY INSPIRE ME! HOME DECOR,$199,0,"Add a touch of elegance to your living space with this modern table set from Inspire Me! Home Decor and TOV. These handmade tables feature a beautiful gold finish, open framework and genuine marble tops. They conveniently nest into one another, providing extra surface space as you need it. As this is a handmade product, slight variations are to be expected and may result in small gaps between the marble and frame.",Gold,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/12/TOV-OC18310-D-scaled.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Includes three nesting tables
Genuine marble tabletops
Ships fully assembled
Part of the Inspire Me! Home Decor collection",41.65000000000001,46.55,20.825,30.8lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-S6458-TOV-OC18310.jpg,TOV-OC18310 CRESCENT NESTING TABLES BY INSPIRE ME! HOME DECOR,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18310-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18310.media_.02.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18310.media_.03.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18310.media_.04.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18310.media_.05.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18310.media_.06.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18310.media_.07.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18310.media_.08.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18310.media_.09.jpg",https://tovfurniture.com/product/crescent-nesting-tables/, Inspire Me! Home Décor , Crescent Nesting Tables by Inspire Me! Home Decor,
1144,TOV-OC18312,1,SPIKE BLACK SIDE TABLE,$199,0,"Unique and whimsical, the Spike side table expresses playfulness and modern design. Handcrafted from iron by master artisans, it’s available in two color options to match your style preferences.",Black,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/02/TOV-OC18312-D-scaled.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Conical legs offer sturdy support
Multiple options available
Ships fully assembled",47.77500000000001,47.77500000000001,47.77500000000001,13.8lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18311.media_.05.jpg,TOV-OC18312 SPIKE BLACK SIDE TABLE,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18312-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18312.media_.02.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18312.media_.03.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18312.media_.04.jpg",https://tovfurniture.com/product/spike-black-side-table/, Occasional Tables , Spike Black Side Table,
1145,TOV-OC18311,1,SPIKE GOLD SIDE TABLE,$199,0,"Unique and whimsical, the Spike side table expresses playfulness and modern design. Handcrafted from iron by master artisans, it’s available in two color options to match your style preferences.",Black,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/07/TOV-OC18311-D-scaled.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Conical legs offer sturdy support
Multiple options available
Ships fully assembled",47.77500000000001,53.90000000000001,47.77500000000001,11.3lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18311.media_.05.jpg,TOV-OC18311 SPIKE GOLD SIDE TABLE,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18311-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18311.media_.02.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18311.media_.03.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18311.media_.04.jpg",https://tovfurniture.com/product/spike-gold-side-table/, Occasional Tables , Spike Gold Side Table,
1146,TOV-OC18309,1,BIDAR SIDE TABLE,$119,0,"Modern and sharp, the Bidar iron side table dazzles with its two-tone finish and acute angles. Use individually or as a set to add a contemporary element to your stylish space.",Black,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/12/TOV-OC18309-D-scaled.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Black and gold finish
Sharp angles offer modern appeal
Ships fully assembled",29.4,49,29.4,12lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18309.media_.06.jpg,TOV-OC18309 BIDAR SIDE TABLE,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18309-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18309.media_.03.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18309.media_.02.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18309.media_.04.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18309.media_.05.jpg",https://tovfurniture.com/product/bidar-side-table/, Occasional Tables , Bidar Side Table,
1147,TOV-OC18308,1,SURAT SIDE TABLE,$109,0,This hexagonal iron side table makes a shapely statement wherever it’s placed. We love the intricate detailing of its hand-finished gold accents and open framework. Add a burst of modern design and appeal to your space with the Surat side table.,Black,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/02/TOV-OC18308-D-scaled.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Black and gold finish
Stylish hexagonal shape
Ships fully assembled",36.75,47.77500000000001,31.85,7.7lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18308.media_.06.jpg,TOV-OC18308 SURAT SIDE TABLE,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18308-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18308.media_.02.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18308.media_.03.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18308.media_.04.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18308.media_.05.jpg",https://tovfurniture.com/product/surat-side-table/, Occasional Tables , Surat Side Table,
1148,TOV-OC18307,1,KAMAL SIDE TABLE,$89.99,0,"Simple yet elegant, the Kamal side table is sure to add a sophisticated touch to any decor. Handcrafted from iron, it features a modern black and gold top supported by a tripod base.",Black,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18307.media_.07.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Black and gold finish
Sturdy tripod style base
Minor assembly required",50.225,61.25000000000001,39.2,7.5lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18307.media_.05.jpg,TOV-OC18307 KAMAL SIDE TABLE,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18307-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18307.media_.07.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18307.media_.02.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18307.media_.03.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18307.media_.04.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18307-1-1-scaled.jpg",https://tovfurniture.com/product/kamal-side-table/, Occasional Tables , Kamal Side Table,
1149,TOV-OC18302,1,CLUSTER COCKTAIL TABLES,$799,0,"This cluster of freeform blocks will quickly become the focal point of your living space. Crafted from iron and finished in antique brass, there’s no assembly needed. Simply place the parts together and complete the look.",Antique Brass,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/12/TOV-OC18302-D-scaled.jpg,"FEATURES
Completely handmade by master artisans
Antique brass finish
Three freeform blocks
Crafted in India",99.22500000000001,36.75,72.275,62.5lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18302_5.jpg,TOV-OC18302 CLUSTER COCKTAIL TABLES,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18302.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18302_2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18302_1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18302_3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18302_4.jpg",https://tovfurniture.com/product/cluster-cocktail-tables/, Occasional Tables , Cluster Cocktail Tables,
1150,TOV-OC18301,1,LAVA BLUE AGATE SIDE TABLE,$149,0,"Perched upon a structural base, the Lava’s beautifully unique agate laminate top is perfectly complemented by its gleaming gold finish. No two tables are exactly alike.",Gold,Iron,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/02/TOV-OC18301-D-scaled.jpg,"FEATURES
Completely handmade by master artisans
Gold table with unique agate laminate top
Minor assembly required
Crafted in India",39.2,44.1,39.2,6.2lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18301-TOV-S165.jpg,TOV-OC18301 LAVA BLUE AGATE SIDE TABLE,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18301-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18301-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18301-4.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/12/TOV-OC18301-2.jpg",https://tovfurniture.com/product/lava-blue-agate-side-table/, Occasional Tables , Lava Blue Agate Side Table,
1151,TOV-OC18224,1,ENAMEL PETITE COCKTAIL TABLE,$99.99,0,"Flaunting a stylish angular base, salmon colored enamel top and brass accents, this petite cocktail table will add a playful element of design and color to your space.",Salmon,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/12/TOV-OC18224-D-scaled.jpg,"FEATURES
Handmade by master furniture artisans
Salmon colored enamel top
Black angular legs with gold accents
Minor assembly required",55.12500000000001,42.38500000000001,55.12500000000001,10.6lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/11/TOV-OC18222-TOV-OC18224-TOV-C18216-TOV-L4111.jpg,TOV-OC18224 ENAMEL PETITE COCKTAIL TABLE,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/11/TOV-OC18224-1-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/11/TOV-OC18224-2-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/11/TOV-OC18224-4-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/11/TOV-OC18224-3-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/11/TOV-OC18224-5-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/11/TOV-OC18224-6-1.jpg",https://tovfurniture.com/product/enamel-petite-cocktail-table/, Occasional Tables , Enamel Petite Cocktail Table,
1152,TOV-OC18223,1,ENAMEL SIDE TABLES - SET OF 2,$109,0,"Some things are just too good to only have one, so we’ve made this table set for you! Crafted from iron nd topped with a unique enamel finish, no two sets are exactly alike. Easily nestable to save space when necessary.",Multi,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/02/TOV-OC18223-D-scaled.jpg,"FEATURES
Handmade by master furniture artisans
Unique enamel tray - No two are exactly alike
Set of two tables
Small table nests under the large
Ships fully assembled",29.4,43.61000000000001,29.4,14.3lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/11/TOV-OC18223-TOV-G18265.jpg,TOV-OC18223 ENAMEL SIDE TABLES - SET OF 2,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/11/TOV-OC18223-1-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/11/TOV-OC18223-2-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/11/TOV-OC18223-3-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/11/TOV-OC18223-4-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/11/TOV-OC18223-5-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/11/TOV-OC18223-6-1.jpg",https://tovfurniture.com/product/enamel-side-tables-set-of-2/, Occasional Tables , Enamel Side Tables – Set of 2,
1153,TOV-OC18283,1,ENAMEL PLUM/WHITE SIDE TABLE,$79.99,0,"Crafted from gold-finished iron and flaunting a unique enamel tray and glass top, this side table is offered in two color options to match your fabulous style.",Plum,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/12/TOV-OC18283-D-scaled.jpg,"FEATURES
Handmade by master furniture artisans
Unique enamel tray - No two are exactly alike
Glass tabletop
Minor assembly required",36.75,58.8,36.75,9.2lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/11/TOV-OC18283-TOV-OC18224-TOV-C18216-TOV-L4111.jpg,TOV-OC18283 ENAMEL PLUM/WHITE SIDE TABLE,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/11/TOV-OC18283-1-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/11/TOV-OC18283-2-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/11/TOV-OC18283-4-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/11/TOV-OC18283-3-1.jpg",https://tovfurniture.com/product/enamel-plum-and-white-side-table/, Occasional Tables , Enamel Plum,
1154,TOV-OC18222,1,ENAMEL BLACK/GREEN SIDE TABLE,$79.99,0,"Crafted from gold-finished iron and flaunting a unique enamel tray and glass top, this side table is offered in two color options to match your fabulous style.",Green,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/12/TOV-OC18222-D-scaled.jpg,"FEATURES
Handmade by master furniture artisans
Unique enamel tray - No two are exactly alike
Glass tabletop
Minor assembly required",36.75,58.8,36.75,9.2lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/11/TOV-OC18222-TOV-OC18224-TOV-C18216-TOV-L4111-1.jpg,TOV-OC18222 ENAMEL BLACK/GREEN SIDE TABLE,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/11/TOV-OC18222-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/11/TOV-OC18222-4.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/11/TOV-OC18222-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/11/TOV-OC18222-3.jpg",https://tovfurniture.com/product/enamel-black-and-green-side-table/, Occasional Tables , Enamel Black,
