,sku,is_in_stock,name,price,special_price,short_description,free_colors,raw_materials,image_dimension,description,Width,Height,Length,weight,collection,Images1,url_key,visibility,tax_class_name,manufacturer,news_from_date,news_to_date,Images2,link_url,categories1,categories2,categories3
1484,TOV-D6263,1,BATIK GREY VELVET DINING CHAIR,$269,0,"Dine in fashion and comfort with this sumptuous yet durable dining chair. With its luxe upholstery, cushioned seat and back, and its brushed gold legs complete with floor glides, the Batik dazzles as a dining or accent chair. Available in multiple color and fabric options, this chair is sure enhance any setting.",Grey,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/01/TOV-D6263-D-scaled.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Sumptuous upholstery available in multiple colors and fabric options
Brushed gold legs
Solid kiln dried wood frame
Three button tufts on the back create an elegant look
Minor assembly required",53.90000000000001,89.42500000000001,64.92500000000001,21lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/TOV-D6263-TOV-D44010.jpg,TOV-D6263 BATIK GREY VELVET DINING CHAIR,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D6263_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D6263_1_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D6263_3_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D6263_2_TOV2019.jpg",https://tovfurniture.com/product/batik-grey-velvet-dining-chair/, Dining Chairs , Batik Grey Velvet Dining Chair,
1485,TOV-D6262,1,BATIK BLACK TEXTURED LINEN DINING CHAIR,$269,0,"Dine in fashion and comfort with this sumptuous yet durable dining chair. With its luxe upholstery, cushioned seat and back, and its brushed gold legs complete with floor glides, the Batik dazzles as a dining or accent chair. Available in multiple color and fabric options, this chair is sure enhance any setting.",Black,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/01/TOV-D6262-D-scaled.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Sumptuous upholstery available in multiple colors and fabric options
Brushed gold legs
Solid kiln dried wood frame
Three button tufts on the back create an elegant look
Minor assembly required",53.90000000000001,89.42500000000001,64.92500000000001,21lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/TOV-D6262-TOV-D44010.jpg,TOV-D6262 BATIK BLACK TEXTURED LINEN DINING CHAIR,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/01/TOV-D6262.media_.01.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/01/TOV-D6262.media_.02.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D6262_3_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D6262_2_TOV2019.jpg",https://tovfurniture.com/product/batik-black-textured-linen-dining-chair/, Dining Chairs , Batik Black Textured Linen Dining Chair,
1486,TOV-D6214,1,BATIK OCEAN BLUE VELVET DINING CHAIR,$269,0,"Dine in fashion and comfort with this sumptuous yet durable dining chair. With its luxe upholstery, cushioned seat and back, and its brushed gold legs complete with floor glides, the Batik dazzles as a dining or accent chair. Available in multiple color and fabric options, this chair is sure enhance any setting.",Ocean Blue,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/01/TOV-D6214-D-scaled.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Sumptuous upholstery available in multiple colors and fabric options
Brushed gold legs
Solid kiln dried wood frame
Three button tufts on the back create an elegant look
Minor assembly required",53.90000000000001,89.42500000000001,64.92500000000001,21lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/TOV-D6214-TOV-D44010.jpg,TOV-D6214 BATIK OCEAN BLUE VELVET DINING CHAIR,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D6214_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D6214_3_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D6214_2_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D6214_1_TOV2019.jpg",https://tovfurniture.com/product/batik-ocean-blue-velvet-dining-chair/, Closeouts , Batik Ocean Blue Velvet Dining Chair,
1487,TOV-D6189,1,ROCCO SLUB GREY DINING CHAIR,$269,0,"Mid Century Modern meets Hollywood Glam to form the striking Rocco dining chair. Boasting lavishly soft velvet upholstery and stylish legs, this versatile chair will enhance any dining area. Available in several color options, the Rocco compliments our Maxim dining table beautifully.",Grey,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/TOV-D6189-D.jpg,"FEATURES
Handmade by skilled craftsmen
Black legs
Comfortable velvet upholstery available in several colors
Stylish curved silhouette and open back
Minor assembly required
Fabric swatch available",57.82000000000001,80.85000000000001,62.72000000000001,19lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/TOV-D6189-5.jpg,TOV-D6189 ROCCO SLUB GREY DINING CHAIR,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/TOV-D6189-2-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D6189_3_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D6189_4_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D6189_2_TOV2019.jpg",https://tovfurniture.com/product/rocco-slub-grey-dining-chair/, Dining Chairs , Rocco Slub Grey Dining Chair,
1488,TOV-D6188,1,ROCCO SLUB NAVY DINING CHAIR,$269,0,"Mid Century Modern meets Hollywood Glam to form the striking Rocco dining chair. Boasting lavishly soft velvet upholstery and stylish legs, this versatile chair will enhance any dining area. Available in several color options, the Rocco compliments our Maxim dining table beautifully.",Navy,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/TOV-D6188-D.jpg,"FEATURES
Handmade by skilled craftsmen
Brushed gold legs
Comfortable velvet upholstery available in several colors
Stylish curved silhouette and open back
Minor assembly required
Fabric swatch available",57.82000000000001,80.85000000000001,62.72000000000001,19lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/TOV-D6188-5.jpg,TOV-D6188 ROCCO SLUB NAVY DINING CHAIR,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/TOV-D6188-2-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D6188_3_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D6188_2_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D6188_4_TOV2019.jpg",https://tovfurniture.com/product/rocco-slub-navy-dining-chair/, Dining Chairs , Rocco Slub Navy Dining Chair,
1489,TOV-D6187,1,ROCCO BLUSH VELVET DINING CHAIR,$269,0,"Mid Century Modern meets Hollywood Glam to form the striking Rocco dining chair. Boasting lavishly soft velvet upholstery and stylish legs, this versatile chair will enhance any dining area. Available in several color options, the Rocco compliments our Maxim dining table beautifully.",Blush,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/09/TOV-D6187_1.jpg,"FEATURES
Handmade by skilled craftsmen
Brushed gold legs
Comfortable velvet upholstery available in several colors
Stylish curved silhouette and open back
Minor assembly required
Fabric swatch available",57.82000000000001,80.85000000000001,62.72000000000001,19lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/09/TOV-D6187_5.jpg,TOV-D6187 ROCCO BLUSH VELVET DINING CHAIR,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/TOV-D6187-2-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/09/TOV-D6187_2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/09/TOV-D6187_3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/09/TOV-D6187_4.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/09/TOV-D6187_1.jpg",https://tovfurniture.com/product/rocco-blush-velvet-dining-chair/, Dining Chairs , Rocco Blush Velvet Dining Chair,
1490,TOV-D6186,1,ROCCO GREY VELVET DINING CHAIR,$269,0,"Mid Century Modern meets Hollywood Glam to form the striking Rocco dining chair. Boasting lavishly soft velvet upholstery and stylish legs, this versatile chair will enhance any dining area. Available in several color options, the Rocco compliments our Maxim dining table beautifully.",Grey,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/TOV-D6186-D.jpg,"FEATURES
Handmade by skilled craftsmen
Black legs
Comfortable velvet upholstery available in several colors
Stylish curved silhouette and open back
Minor assembly required
Fabric swatch available",57.82000000000001,80.85000000000001,62.72000000000001,19lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/TOV-D6186-5.jpg,TOV-D6186 ROCCO GREY VELVET DINING CHAIR,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/TOV-D6186-2-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D6186_3_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D6186_2_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D6186_4_TOV2019.jpg",https://tovfurniture.com/product/rocco-grey-velvet-dining-chair/, Dining Chairs , Rocco Grey Velvet Dining Chair,
1491,TOV-D6164,1,LIPSTICK GREY VELVET DINING CHAIR,$259,0,"Express your style with the chic and elegant Lipstick dining chair. Featuring soft velvet upholstery, an elegant tall back and dark brown legs, it’s the chair that pulls the room together. Available in several neutral color options.",Grey,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/07/TOV-D6164-D-scaled.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Stylish tall back and dark wood legs
Sumptuous velvet upholstery available in multiple colors
Solid Birch frame for comfort and reliability
Minor assembly required
Fabric swatch available",51.45,98,64.435,23lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/TOV-D6164-TOV-G5450.jpg,TOV-D6164 LIPSTICK GREY VELVET DINING CHAIR,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/TOV-D6164-2-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/TOV-D6164-3-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/TOV-D6164-4-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/TOV-D6164-1-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/TOV-D6164-5-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/TOV-G5450-SET-1.jpg",https://tovfurniture.com/product/lipstick-grey-velvet-dining-chair/, Dining Chairs , Lipstick Grey Velvet Dining Chair,
1492,TOV-D7235,1,BEATRIX GREY VELVET SIDE CHAIR - SILVER LEGS,$249,0,"Sit pretty in this sumptuous yet durable velvet chair. The Beatrix dazzles as a dining chair or as an accent piece. Available in several colors with fab legs and a matching handle on the back. Prop it into any room for a luxe, glamour effect.",Grey,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/07/TOV-D7235-D-scaled.jpg,"FEATURES
Handmade elegantly curved design
Durable yet sumptuous velvet upholstery
Fab silver legs
Silver handle on back
Solid kiln dried wood frame
Soft velvet upholstery available in several colors
Minor assembly required",53.90000000000001,82.56500000000001,58.8,22lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/TOV-D7235-5.jpg,TOV-D7235 BEATRIX GREY VELVET SIDE CHAIR - SILVER LEGS,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/TOV-D7235-1-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D7235_4_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D7235_3_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D7235_2_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D7235_5_TOV2019.jpg",https://tovfurniture.com/product/beatrix-grey-velvet-side-chair-with-silver-leg/, Dining Chairs , Beatrix Grey Velvet Side Chair – Silver Legs,
1493,TOV-D7222,1,BEATRIX BLUSH VELVET SIDE CHAIR,$249,0,"Sit pretty in this sumptuous yet durable velvet chair. The Beatrix dazzles as a dining chair or as an accent piece. Available in several stunning velvet options with fab gold legs and a matching handle on the back. Prop it into any room for a luxe, glamour effect.",Blush,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/07/TOV-D7222-D-1.jpg,"FEATURES
Handmade elegantly curved design
Durable yet sumptuous velvet upholstery
Fab gold legs
Gold handle on back
Solid kiln-dried wood frame
Available in several stunning velvet options
Minor assembly required",53.90000000000001,82.56500000000001,58.8,22lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/07/TOV-D46-TOV-G5496.jpg,TOV-D7222 BEATRIX BLUSH VELVET SIDE CHAIR,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/07/TOV-D7222-4-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/07/TOV-D7222-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/07/TOV-D7222-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/07/TOV-D7222-5.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/07/TOV-D7222-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/07/TOV-D7222.jpg",https://tovfurniture.com/product/beatrix-blush-velvet-side-chair/, Dining Chairs , Beatrix Blush Velvet Side Chair,
1494,TOV-D6179,1,BEATRIX BLACK VELVET SIDE CHAIR,$249,0,"Sit pretty in this sumptuous yet durable velvet chair. The Beatrix dazzles as a dining chair or as an accent piece. Available in several colors with fab gold legs and a matching handle on the back. Prop it into any room for a luxe, glamour effect.",Black,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/07/TOV-D6179_1.jpg,"FEATURES
Handmade elegantly curved design
Durable yet sumptuous velvet upholstery
Fab gold legs
Gold handle on back
Solid kiln dried wood frame
Soft velvet upholstery available in several colors
Minor assembly required",53.90000000000001,82.56500000000001,58.8,22lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/07/TOV-G5482-TOV-D6179.jpg,TOV-D6179 BEATRIX BLACK VELVET SIDE CHAIR,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D6179_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D6179_3_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D6179_4_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D6179_2_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D6179_5_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D6179_6_TOV2019.jpg",https://tovfurniture.com/product/beatrix-black-velvet-side-chair/, Dining Chairs , Beatrix Black Velvet Side Chair,
1495,TOV-D48,1,BEATRIX NAVY VELVET SIDE CHAIR,$249,0,"Sit pretty in this sumptuous yet durable velvet chair. The Beatrix dazzles as a dining chair or as an accent piece. Available in several stunning velvet options with fab gold legs and a matching handle on the back. Prop it into any room for a luxe, glamour effect.",Navy,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/07/TOV-D48-D.jpg,"FEATURES
Handmade elegantly curved design
Durable yet sumptuous velvet upholstery
Fab gold legs
Gold handle on back
Solid kiln dried wood frame
Available in several stunning velvet options
Minor assembly required",53.90000000000001,82.56500000000001,58.8,22lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D48_6_TOV2019.jpg,TOV-D48 BEATRIX NAVY VELVET SIDE CHAIR,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/07/TOV-D48-4.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D48_3_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D48_2_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/07/TOV-D48-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D48_4_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D48_5_TOV2019.jpg",https://tovfurniture.com/product/beatrix-navy-velvet-side-chair/, Dining Chairs , Beatrix Navy Velvet Side Chair,
1496,TOV-D47,1,BEATRIX GREY VELVET SIDE CHAIR,$249,0,"Sit pretty in this sumptuous yet durable velvet chair. The Beatrix dazzles as a dining chair or as an accent piece. Available in several stunning velvet options with fab gold legs and a matching handle on the back. Prop it into any room for a luxe, glamour effect.",Grey,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/07/TOV-D47-D.jpg,"FEATURES
Handmade elegantly curved design
Durable yet sumptuous velvet upholstery
Fab gold legs
Gold handle on back
Solid kiln dried wood frame
Available in several stunning velvet options
Minor assembly required",53.90000000000001,82.56500000000001,58.8,22lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D47_29_TOV2019.jpg,TOV-D47 BEATRIX GREY VELVET SIDE CHAIR,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/07/TOV-D47-4.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D47_3_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D47_2_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/07/TOV-D47-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D47_4_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D47_8_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D47_7_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D47_6_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D47_5_TOV2019.jpg",https://tovfurniture.com/product/beatrix-grey-velvet-side-chair/, Dining Chairs , Beatrix Grey Velvet Side Chair,
1497,TOV-D46,1,BEATRIX GREEN VELVET SIDE CHAIR,$249,0,"Sit pretty in this sumptuous yet durable velvet chair. The Beatrix dazzles as a dining chair or as an accent piece. Available in several stunning velvet options with fab gold legs and a matching handle on the back. Prop it into any room for a luxe, glamour effect.",Green,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/07/TOV-D46-D.jpg,"FEATURES
Handmade elegantly curved design
Durable yet sumptuous velvet upholstery
Fab gold legs
Gold handle on back
Solid kiln dried wood frame
Available in several stunning velvet options
Minor assembly required",53.90000000000001,82.56500000000001,58.8,22lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D46_6_TOV2019.jpg,TOV-D46 BEATRIX GREEN VELVET SIDE CHAIR,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/07/TOV-D46-4.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D46_2_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D46_3_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/07/TOV-D46-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D46_4_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D46_5_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D46_20_TOV2019.jpg",https://tovfurniture.com/product/beatrix-green-velvet-side-chair/, Dining Chairs , Beatrix Green Velvet Side Chair,
1498,TOV-D4307,1,DRACO NAVY VELVET CHAIR,$169,0,"This beautifully contoured dining chair immediately catches the eye with luxe velvet upholstery in a nuetral hue and diamond tufting. Its fully upholstered silhouette and steel frame provide style, comfort and support. Available in multiple color options.",Navy,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/02/TOV-D4307-D-scaled.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Steel upholstered legs
Sumptuous velvet upholstery
Steel frame is strong and durable
Weight capacity: 350
Minor assembly required",50.225,79.625,61.25000000000001,16.5lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D4307_5_TOV2019.jpg,TOV-D4307 DRACO NAVY VELVET CHAIR,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D4307_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D4307_4_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D4307_1_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D4307_3_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D4307_2_TOV2019.jpg",https://tovfurniture.com/product/draco-navy-velvet-chair/, Dining Chairs , Draco Navy Velvet Chair,
1499,TOV-D4306,1,DRACO GREY CHAIR,$169,0,"This beautifully contoured dining chair immediately catches the eye with luxe upholstery in a neutral hue and diamond tufting. Its fully upholstered silhouette and steel frame provide style, comfort and support. Available in multiple color options.",Grey,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/02/TOV-D4306-D-scaled.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Steel upholstered legs
Sumptuous polyester weave upholstery
Steel frame is strong and durable
Weight capacity: 350
Minor assembly required",50.225,79.625,61.25000000000001,16.5lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D4306_6_TOV2019.jpg,TOV-D4306 DRACO GREY CHAIR,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D4306_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D4306_4_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D4306_3_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D4306_2_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D4306_5_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/D4306_1_TOV2019.jpg",https://tovfurniture.com/product/draco-grey-chair/, Dining Chairs , Draco Grey Chair,
1500,TOV-L6123,1,ATARA BACK VELVET SILVER CHAIR,$379,0,"Perfect from all angles, the Atara chair will have you sitting pretty wherever you place her. This multipurpose chair looks divine while you dine and dramatic as spare seating in your living room. Available in black velvet with a gold or silver steel base or cream velvet with a gold steel base.",Black,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/01/TOV-L6123-D.jpg,"FEATURES
Silver frame
Soft and sumptuous velvet upholstery
Ships assembled
Fabric swatch available",53.90000000000001,84.035,52.675,37lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/TOV-L6123-6.jpg,TOV-L6123 ATARA BACK VELVET SILVER CHAIR,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2018/01/rsz_tov-l6123-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/L6123_TOV2019.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/TOV-L6123-2-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/TOV-L6123-3-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/TOV-L6123-4-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/02/TOV-L6123-5-1.jpg",https://tovfurniture.com/product/atara-back-velvet-silver-chair/, Dining Chairs , Atara Back Velvet Silver Chair,
